"Data Source","World Development Indicators",

"Last Updated Date","2020-10-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Egypt, Arab Rep.","EGY","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.2730007171631","21.2600002288818","21.3810005187988","21.4930000305176","22.3059997558594","20.9839992523193","20.2409992218018","19.5179996490479","18.818000793457","19.8279991149902","19.8950004577637","20.0790004730225","18.8470001220703","19.2719993591309","19.7390003204346","20.25","20.80299949646","22.7609996795654","21.5","22.6660003662109","22.5970001220703","21.9699993133545","22.3950004577637","23.25","23.5480003356934","22.4500007629395","22.7639999389648","21.8150005340576","21.7859992980957","21.9330005645752","22.076000213623",
"Euro area","EMU","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.1894768670903","43.0935549664794","42.9175273384902","42.8679631597146","43.2802386590735","43.4538750712362","43.7864847396416","44.0940561184134","44.4847112040044","45.1197043539133","45.4589664011363","45.437971285146","46.10448061483","46.8140223835225","47.1955803119484","47.6763547204867","48.1818613035334","48.6206258171809","49.0785222564333","49.3607001480764","49.5476998163854","49.7649318264564","50.187242776255","50.3278213596842","50.3411388557518","50.3475616507016","50.5990929214834","50.7233493645872","50.8958349050407","50.8222007149356","50.7146112427514",
"Eritrea","ERI","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.1600036621094","71.947998046875","71.6740036010742","71.2850036621094","70.8450012207031","70.484001159668","70.443000793457","70.3970031738281","70.3359985351563","70.2360000610352","70.109001159668","70.036003112793","69.9359970092773","69.8710021972656","69.8629989624023","69.9729995727539","70.2170028686523","70.4960021972656","70.8379974365234","71.1210021972656","71.3899993896484","71.5709991455078","71.693000793457","71.7470016479492","71.7210006713867","71.6169967651367","71.6320037841797","71.5830001831055","71.5120010375977","71.4589996337891","71.4000015258789",
"Spain","ESP","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.8489990234375","34.0309982299805","34.6040000915527","35.1189994812012","36.2929992675781","36.7019996643066","37.234001159668","38.0169982910156","38.3959999084473","39.1030006408691","40.6059989929199","39.4869995117188","41.9440002441406","43.3950004577637","44.7589988708496","46.1360015869141","47.4930000305176","48.4189987182617","49.7760009765625","50.9230003356934","51.7360000610352","52.3310012817383","52.8549995422363","52.8470001220703","52.6279983520508","52.6020011901855","52.6339988708496","52.2770004272461","52.0060005187988","51.8530006408691","51.6360015869141",
"Estonia","EST","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.8940010070801","54.5970001220703","54.3199996948242","54.0509986877441","53.810001373291","53.6629981994629","53.5229988098145","54.2700004577637","52.8139991760254","52.0460014343262","52.6119995117188","52","50.9550018310547","52.3160018920898","53.2150001525879","53.4959983825684","54.7290000915527","54.1510009765625","54.8880004882813","54.7379989624023","55.0229988098145","55.560001373291","55.3600006103516","55.3370018005371","54.5890007019043","55.9910011291504","56.4720001220703","57.1500015258789","57.3819999694824","57.1020011901855","56.8089981079102",
"Ethiopia","ETH","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.3550033569336","66.3820037841797","66.4250030517578","66.390998840332","66.3960037231445","67.2559967041016","68.0640029907227","68.8450012207031","69.6019973754883","70.3410034179688","71.0650024414063","71.7760009765625","72.4749984741211","73.1569976806641","73.8130035400391","74.4349975585938","74.3190002441406","74.1910018920898","74.052001953125","73.9079971313477","73.7639999389648","73.6419982910156","73.5270004272461","73.4189987182617","73.3679962158203","73.3249969482422","73.3050003051758","73.2990036010742","73.3190002441406","73.4410018920898","73.5650024414063",
"European Union","EUU","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.5566732567061","46.1926204626445","46.0187591563681","45.8082442121064","45.9202124087563","45.8580999964799","45.8443227188607","45.9545078588531","46.1785811620574","46.6430239765596","46.9030457223314","46.8831812807088","46.9700634074014","47.3431926459215","47.5615800289819","47.8842328779641","48.2746453003154","48.5614523036526","48.9189069128093","49.1676262829499","49.3952326095906","49.5518767318377","49.9568876836769","50.0916670001163","50.1889733879952","50.1767980528491","50.3659855112053","50.5815275761343","50.7380999755186","50.6404106232262","50.512468121751",
"Fragile and conflict affected situations","FCS","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.4418156418432","53.3840006320077","53.2403493837158","53.1050963100362","52.9755605715155","52.932670304792","52.7834603650448","52.6666278189952","52.5372520870043","52.4764051267973","52.4486691723525","52.2946151866129","52.0803570759488","51.894585636452","51.7595587909474","51.5919581327404","51.2701359822133","50.9579446276786","50.6159272979765","50.2134741504123","49.8199397379923","49.5894725033716","48.6982496496594","48.0410089579186","47.7955847049898","47.6438824902038","47.3356155720401","47.0443745585138","47.0356443694666","46.9091531879073","46.7727915896677",
"Finland","FIN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.976001739502","57.7220001220703","56.3240013122559","55.4860000610352","54.7799987792969","54.7540016174316","54.6450004577637","54.7760009765625","54.9869995117188","56.1459999084473","56.1870002746582","56.5320014953613","56.8619995117188","56.5270004272461","56.3120002746582","56.6199989318848","57.0859985351563","57.4710006713867","57.4389991760254","57.0209999084473","56.0260009765625","55.8170013427734","55.9539985656738","55.5130004882813","55.5209999084473","55.5410003662109","54.9459991455078","55.1209983825684","55.7400016784668","55.5419998168945","55.3370018005371",
"Fiji","FJI","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.9249992370605","40.0260009765625","39.8470001220703","39.7830009460449","39.6269989013672","39.5480003356934","39.3800010681152","38.6780014038086","37.9980010986328","37.3450012207031","36.7239990234375","36.3059997558594","35.9379997253418","35.601001739502","35.2719993591309","34.9360008239746","36.5670013427734","38.189998626709","39.8079986572266","41.443000793457","43.1139984130859","44.890998840332","43.7109985351563","42.5769996643066","41.4710006713867","40.0890007019043","38.6069984436035","38.4749984741211","38.3380012512207","38.4749984741211","38.601001739502",
"France","FRA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.2809982299805","46.3790016174316","46.7210006713867","47.148998260498","47.3240013122559","47.6730003356934","48.0979995727539","47.7130012512207","48.0270004272461","48.4000015258789","48.4650001525879","48.1940002441406","48.4000015258789","49.6189994812012","49.4809989929199","49.8839988708496","49.9500007629395","50.326000213623","50.5309982299805","50.8390007019043","50.8120002746582","50.689998626709","50.875","51.0540008544922","50.8349990844727","50.7540016174316","50.7620010375977","50.5750007629395","50.8380012512207","50.7519989013672","50.6479988098145",
"Faroe Islands","FRO","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.1139984130859","35.9099998474121","35.806999206543","35.7140007019043","35.6759986877441","35.685001373291","35.7369995117188","35.8320007324219","35.9879989624023","36.2589988708496","36.5120010375977","36.7449989318848","37.0330009460449","37.3390007019043","37.6809997558594","38.0270004272461","38.439998626709","38.8230018615723","39.3009986877441","39.7849998474121","40.2389984130859","40.564998626709","40.9780006408691","41.4490013122559","41.9720001220703","42.523998260498","42.7560005187988","42.9710006713867","43.1500015258789","43.5260009765625","43.8419990539551",
"United Kingdom","GBR","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.0149993896484","51.814998626709","51.8330001831055","51.8650016784668","51.8549995422363","51.8190002441406","52.2140007019043","52.6450004577637","52.7120018005371","53.2319984436035","53.5699996948242","53.3919982910156","53.9650001525879","53.9220008850098","54.3250007629395","54.7319984436035","55.1510009765625","54.9729995727539","55.3030014038086","55.5270004272461","55.5","55.5810012817383","55.8559989929199","56.2389984130859","56.5400009155273","56.6910018920898","56.9490013122559","57.2620010375977","57.5699996948242","57.6469993591309","57.6860008239746",
"Georgia","GEO","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.8499984741211","59.5309982299805","60.3009986877441","61.1609992980957","62.1189994812012","61.4179992675781","59.9809989929199","58.7179985046387","58.2220001220703","57.8110008239746","54.8600006103516","57.9109992980957","55.6020011901855","57.1959991455078","56.3499984741211","55.9140014648438","55.568000793457","55.2799987792969","55.0439987182617","54.8440017700195","56.3940010070801","57.1959991455078","57.7169990539551","56.7410011291504","57.8279991149902","59.0639991760254","57.5040016174316","57.4640007019043","57.4140014648438","57.4230003356934","57.3759994506836",
"Ghana","GHA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.0690002441406","72.1559982299805","72.2559967041016","72.3529968261719","72.4520034790039","72.5380020141602","72.6139984130859","72.681999206543","72.7330017089844","72.7750015258789","72.8099975585938","72.1740036010742","71.5339965820313","70.9000015258789","70.2799987792969","69.6829986572266","69.0940017700195","68.5640029907227","68.0270004272461","67.4720001220703","66.8939971923828","66.2710037231445","65.6169967651367","64.9349975585938","64.2310028076172","63.507999420166","63.6020011901855","63.6879997253418","63.7789993286133","63.6290016174316","63.4599990844727",
"Gibraltar","GIB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.2820014953613","63.1889991760254","63.1040000915527","63.0209999084473","62.9529991149902","62.890998840332","62.8209991455078","62.7630004882813","62.7249984741211","62.6949996948242","62.6800003051758","62.6150016784668","62.548999786377","62.5089988708496","62.4700012207031","62.4360008239746","62.4410018920898","62.4280014038086","62.4329986572266","62.4679985046387","62.476001739502","62.4959983825684","62.5229988098145","62.560001373291","62.5919990539551","62.6160011291504","62.617000579834","62.617000579834","62.6500015258789","62.6990013122559","62.7620010375977",
"Gambia, The","GMB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.8279991149902","45.7089996337891","45.5989990234375","45.5040016174316","45.8040008544922","46.1020011901855","46.3289985656738","46.5509986877441","46.773998260498","46.9939994812012","47.2099990844727","47.4379997253418","47.6609992980957","47.8870010375977","48.1220016479492","48.3699989318848","48.6189994812012","48.8639984130859","49.1110000610352","49.3720016479492","49.6549987792969","49.9519996643066","50.2620010375977","50.3549995422363","50.5069999694824","50.6220016479492","50.7519989013672","50.867000579834","50.9770011901855","51.1790008544922","51.3660011291504",
"Guinea-Bissau","GNB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.9830017089844","64.9199981689453","64.8880004882813","64.8629989624023","64.8470001220703","64.838996887207","64.6949996948242","64.5950012207031","64.7249984741211","64.6829986572266","64.6340026855469","64.6429977416992","64.6829986572266","64.7259979248047","64.7630004882813","64.7990036010742","64.8410034179688","64.8899993896484","64.9509963989258","65.0250015258789","65.1060028076172","65.1630020141602","65.2870025634766","65.390998840332","65.5039978027344","65.5830001831055","65.6360015869141","65.6900024414063","65.7539978027344","65.8349990844727","65.911003112793",
"Equatorial Guinea","GNQ","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.7599983215332","50.7690010070801","50.726001739502","50.6660003662109","50.6269989013672","50.6220016479492","50.5289993286133","50.5060005187988","50.560001373291","50.7019996643066","50.9259986877441","51.0050010681152","51.2179985046387","51.5369987487793","51.9129981994629","52.3040008544922","52.4939994812012","52.7709999084473","53.125","53.5320014953613","53.9550018310547","53.9939994812012","54.1150016784668","54.3209991455078","54.601001739502","54.9290008544922","54.7330017089844","54.6450004577637","54.6650009155273","54.7750015258789","54.9630012512207",
"Greece","GRC","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.0610008239746","34.117000579834","35.4000015258789","35.4599990844727","36.2000007629395","36.9420013427734","38.2369995117188","38.3030014038086","39.890998840332","40.8979988098145","40.8600006103516","39.9070014953613","40.6440010070801","41.314998626709","42.7060012817383","42.7840003967285","43.0229988098145","42.8540000915527","42.7569999694824","43.6710014343262","44.1220016479492","43.9580001831055","44.2589988708496","44.1020011901855","44.2290000915527","44.8440017700195","45.0340003967285","44.7449989318848","44.3919982910156","44.1679992675781","43.9070014953613",
"Grenada","GRD","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.9469985961914","38.1800003051758","38.5530014038086","38.818000793457","39.1349983215332","39.6220016479492","39.765998840332","40.1520004272461","40.648998260498","40.9799995422363","41.2439994812012","41.3359985351563","41.5919990539551","41.6549987792969","41.8310012817383","41.6290016174316","41.4379997253418","41.234001159668","41.0029983520508","40.7540016174316","40.5190010070801","40.2970008850098","46.0989990234375","40.6450004577637","40.8339996337891","39.0779991149902","40.6110000610352","39.6949996948242","39.9150009155273","39.9140014648438","39.923999786377",
"Guam","GUM","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.560001373291","58.5849990844727","58.5769996643066","58.5400009155273","58.4749984741211","58.4000015258789","58.3219985961914","58.1570014953613","57.9150009155273","57.7280006408691","57.5180015563965","57.2649993896484","56.9850006103516","56.6710014343262","56.3709983825684","56.0540008544922","55.773998260498","55.4650001525879","55.2029991149902","54.9869995117188","54.7169990539551","54.423999786377","54.1669998168945","53.9220008850098","53.6759986877441","53.3870010375977","53.1389999389648","52.9070014953613","52.6529998779297","52.4080009460449","52.1730003356934",
"Guyana","GUY","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.1749992370605","37.8269996643066","38.5890007019043","39.3499984741211","38.7729988098145","38.1769981384277","37.5639991760254","36.9749984741211","36.4150009155273","35.8810005187988","35.3580017089844","34.7760009765625","34.1580009460449","34.8160018920898","35.4309997558594","36.0029983520508","36.6710014343262","37.3209991455078","37.9560012817383","38.5999984741211","39.2770004272461","39.8899993896484","40.5229988098145","41.1609992980957","41.7900009155273","42.4049987792969","43.0660018920898","43.7229995727539","43.7980003356934","43.943000793457","44.0730018615723",
"High income","HIC","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.0942920190874","49.3906920649491","49.4549209675818","49.3623118169709","49.7244884493646","49.7988636665382","49.9733151562861","50.3016120721399","50.3180546778813","50.5895292487597","50.7788984437261","50.7354351000487","50.7508114163995","50.9100480989285","50.9992567731364","51.2621256907444","51.527722355028","51.6840678836142","51.9548494161468","51.9751240946835","51.9160417150112","51.8611796841641","52.0434738113195","52.1073139459804","52.2383626651653","52.2767540941032","52.5522838467197","52.8542241338338","53.1279429535045","53.0164927258266","52.8843712307009",
"Hong Kong SAR, China","HKG","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.3330001831055","48.1790008544922","46.943000793457","46.3079986572266","46.6839981079102","47.3499984741211","47.5099983215332","47.7130012512207","48.2879981994629","48.9249992370605","49.5820007324219","50.2980003356934","51.5839996337891","51.3549995422363","51.5779991149902","51.742000579834","52.0349998474121","52.5099983215332","52.5009994506836","52.6539993286133","51.4150009155273","52.4080009460449","53.0069999694824","53.992000579834","54.0670013427734","54.273998260498","54.2400016784668","54.318000793457","54.2519989013672","53.984001159668","53.6580009460449",
"Honduras","HND","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.2939987182617","44.4379997253418","45.007999420166","45.6510009765625","45.3759994506836","45.9850006103516","45.9550018310547","46.3289985656738","46.5579986572266","46.1500015258789","44.8499984741211","43.5900001525879","43.4109992980957","43.2569999694824","43.1240005493164","43.0069999694824","40.1889991760254","39.476001739502","41.4039993286133","42.8870010375977","44.5200004577637","41.5859985351563","40.4169998168945","44.0069999694824","46.7080001831055","48.3190002441406","48.1399993896484","47.7249984741211","51.8769989013672","51.9869995117188","52.0960006713867",
"Heavily indebted poor countries (HIPC)","HPC","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.6260311215515","63.5518225091009","63.4630378744421","63.3797822423583","63.3070344767507","63.3896711178054","63.5020608025158","63.6033203975986","63.7233962437882","63.8325556846714","63.9204340281326","63.9617015659999","64.0508000210164","64.1317110990393","64.2031225690094","64.2598764732832","64.0653422433179","63.7975366907288","63.5250727690832","63.2234888320543","62.8754022638018","62.5178483487092","62.080612987535","61.9343520847617","61.7915980183491","61.6763421489342","61.811059327468","61.9340062760044","62.1254858416804","62.1055563154136","62.0833983686769",
"Croatia","HRV","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.3889999389648","47.0120010375977","46.7589988708496","46.4980010986328","46.2190017700195","45.9220008850098","45.7490005493164","45.6059989929199","45.4910011291504","45.3969993591309","45.3170013427734","45.1910018920898","44.673999786377","44.6209983825684","45.935001373291","46.2039985656738","46.1500015258789","45.3600006103516","45.9029998779297","46.8359985351563","46.193000793457","44.5449981689453","44.3959999084473","44.3569984436035","46.140998840332","46.5449981689453","45.1669998168945","45.4329986572266","45.523998260498","45.4459991455078","45.3310012817383",
"Haiti","HTI","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.5169982910156","57.6510009765625","57.7560005187988","57.8310012817383","57.8680000305176","57.867000579834","57.806999206543","57.7089996337891","57.5999984741211","57.5219993591309","57.4990005493164","57.7330017089844","58.0270004272461","58.3699989318848","58.7430000305176","59.1339988708496","59.3470001220703","59.6609992980957","59.6920013427734","59.9910011291504","59.3370018005371","59.9249992370605","60.2480010986328","60.7270011901855","61.0550003051758","61.2089996337891","61.3680000305176","61.4990005493164","61.6650009155273","61.8740005493164","62.0789985656738",
"Hungary","HUN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.1370010375977","46.9059982299805","46.765998840332","44.7519989013672","42.7830009460449","40.6119995117188","39.648998260498","38.6660003662109","39.9650001525879","40.867000579834","41.109001159668","40.8629989624023","41.1259994506836","42.117000579834","41.9879989624023","42.9179992675781","43.1980018615723","42.8819999694824","42.6829986572266","42.7929992675781","43.7770004272461","43.9080009460449","44.8110008239746","44.9199981689453","46.2980003356934","47.2709999084473","47.9630012512207","48.2470016479492","48.4490013122559","48.4690017700195","48.5060005187988",
"IBRD only","IBD","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.7127092401839","51.6775965768785","51.722312855782","51.5639762333773","51.5720013004883","51.4846656618833","51.2667675227287","51.1347937751501","50.9901918925295","51.0057022809853","50.8339702534244","50.4831900887884","50.1757668482239","49.9471694036667","49.762971094491","49.592571743553","49.0401739958796","48.7478828260227","48.2041016473822","47.811038314626","47.2067659651946","46.7470449391283","46.3698558273337","46.0731673508466","45.7203729525815","45.4746193520498","45.2085533468032","44.9358035638455","44.7256037057288","44.3911836857299","44.0511104677988",
"IDA & IBRD total","IBT","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.533263082401","51.4936922141518","51.522465165013","51.3943246998852","51.4094837039598","51.3027090411164","51.1441223583626","51.0627698833941","50.9529627853054","50.9826157766685","50.8511310025697","50.5559381363921","50.291226830709","50.1074020714452","49.9558875315382","49.8103107646783","49.3491520505514","49.1026695352523","48.6643879542649","48.3613147016579","47.9019372481212","47.5434562881114","47.1845951064613","46.9110399942569","46.6476858135835","46.5043865853235","46.2973236530762","46.1546709638918","46.0138229496051","45.7823805519006","45.5468505794828",
"IDA total","IDA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.6418259394775","50.5883598964555","50.5472065851905","50.5735528932861","50.6305985699236","50.4399802985045","50.5666787199023","50.7268782307839","50.7811975910772","50.8771971772655","50.9287447972371","50.8819185898522","50.804352666686","50.8139431013105","50.7990796687334","50.7521585254728","50.6715075353309","50.6026675631257","50.5848278372974","50.6263193836253","50.7235638164306","50.7322196461863","50.403001205123","50.1757370295379","50.2103034805677","50.4036389775228","50.3612198259995","50.6376713866386","50.6792510205944","50.7401524630297","50.7917988112293",
"IDA blend","IDB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.1612028681589","42.1188612210923","42.1510656606982","42.3286605203231","42.5192333220878","41.7645257897186","42.1293550722061","42.5494230975436","42.5786323944061","42.6037240331014","42.7102912756609","42.4773583507771","42.3182033378154","42.467646899099","42.6203987659208","42.5771627933242","42.8080638350144","42.9459403682098","43.0583012381512","43.4089992890903","43.7322326671352","43.9707837194783","43.3255367713325","42.7227679860071","42.7332303715636","42.9733805014525","42.5211037162702","42.2759833855773","42.0449604038669","42.0901705135125","42.1277571030048",
"Indonesia","IDN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.4830017089844","46.476001739502","48.4720001220703","48.6689987182617","48.8709983825684","49.0779991149902","49.2719993591309","49.4729995727539","50.3110008239746","51.1510009765625","51.0610008239746","49.2480010986328","47.1619987487793","47.0970001220703","46.5690002441406","45.5120010375977","45.5110015869141","49.5320014953613","50.3160018920898","50.4589996337891","51.2309989929199","51.1129989624023","51.6059989929199","50.8199996948242","50.6689987182617","50.6290016174316","50.773998260498","52.0340003967285","52.9990005493164","53.0800018310547","53.1529998779297",
"IDA only","IDX","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.8399265679077","54.7763749202385","54.6953517485004","54.6441996248827","54.632469288506","54.7174424137324","54.7306042783786","54.7669731224451","54.8377525505813","54.9716110376024","54.9998885368352","55.0470859671542","55.0119060936212","54.9542651607674","54.8583930152938","54.8116143821635","54.5779590628044","54.4082922306735","54.3279439798991","54.2180971303686","54.2083330657628","54.1040910767097","53.9313508861346","53.8901471688044","53.9350860441509","54.1024948826112","54.2589194989994","54.7884205010377","54.9585732790138","55.0205551228324","55.0717062335338",
"Isle of Man","IMN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.2789993286133","30.2959995269775","30.3560009002686","30.4659996032715","30.636999130249","30.6049995422363","30.5629997253418","30.5219993591309","30.4820003509521","30.4459991455078","30.4130001068115","30.673999786377","30.9419994354248","31.2180004119873","31.5009994506836","31.7919998168945","30.4820003509521","29.2189998626709","27.9990005493164","26.8209991455078","25.6800003051758","24.2530002593994","22.8929996490479","22.4780006408691","22.0869998931885","21.7169990539551","21.3640003204346","21.0289993286133","20.7110004425049","20.5240001678467","20.3349990844727",
"Not classified","INX","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.3979988098145","38.9970016479492","38.923999786377","40.5589981079102","41.5670013427734","42.1100006103516","43.6020011901855","44.6920013427734","46.9819984436035","48.9939994812012","50.0789985656738","50.2430000305176","51.2869987487793","51.7470016479492","51.9620018005371","54.5519981384277","55.3779983520508","56.8790016174316","56.7319984436035","56.1800003051758","55.5999984741211","55.3230018615723","55.1450004577637","55.6730003356934","55.2970008850098","55.1069984436035","55.7330017089844","55.7999992370605","56.1520004272461","55.9729995727539","55.7830009460449",
